
2015,se,Sweden,Heroes, Måns Zelmerlöw,1.0,,10.0,,1.0,365.0,,,,,,,Anton Hård af Segerstad;Joy Deb;Linnea Deb,,Heroes\n\nDon't tell the gods I left a mess\nI can't undo what has been done\nLet's run for cover\n\nWhat if I'm the only hero left\nYou better fire off your gun\nOnce and forever\n\nHe said go dry your eyes\nAnd live your life like there is no tomorrow son\nAnd tell the others\nTo go sing it like a hummingbird\nThe greatest anthem ever heard\n\nWe are the heroes of our time\nBut we're dancing with the demons in our minds\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nThe crickets sing a song for you\nDon't say a word don't make a sound\nIt's lifes creation\n\nI make worms turn into butterflies\nWake up and turn this world around\nIn appreciation\n\nHe said I never left your side\nWhen you were lost I followed right behind\nWas your foundation\n\nNow go sing it like a hummingbird\nThe greatest anthem ever heard\nNow sing together\n\nWe are the heroes of our time\nHeroes\n\nBut we're dancing with the demons in our minds\nHeroes\n\nWe are the heroes\n\n(We keep dancing with the demons)\n(You could be a hero)\n\nNow go sing it like a hummingbird\nThe greatest anthem ever heard\nNow sing together\n\nWe are the heroes of our time\nHeroes\n\nBut we're dancing with the demons in our minds\nHeroes\n\nWe are the heroes of our time\nHeroes\n\nBut were dancing with the demons in our minds\nHeroes\n\nWe аre the heroeѕ,https://youtube.com/watch?v=5sGOwFVUU0I
2015,ru,Russia,Voices,A Million  Polina Gagarina,2.0,,25.0,,2.0,303.0,,,,,,,Gabriel Alares;Joakim Björnberg;Katrina Noorbergen;Leonid Gutkin;Vladimir Matetsky,,A Million Voices\n\nWe are the world's people\nDifferent yet we're the same\nWe believe\nWe believe in a dream\n\nPraying for peace and healing\nI hope we can start again\nWe believe\nWe believe in a dream\n\nSo if you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nNow as the world is listening\nFrom cities and satellites\nWe believe\nWe believe\nIn a dream\n\nIf you ever feel love is fading\nTogether like the stars in the sky\nWe can sing\nWe can shine\n\nWhen you hear our voices call\nYou won't be lonely anymore\nA million voices\nYour heart is like a beating drum\nBurning brighter than the sun\nA million voices\n\nWhen I look around at these faces\nI can see the stars in the sky\nWe will sing\nWe will shine\n\n(When you hear our voices call\nYou won't be lonely аnymore)\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nSinging out\nSinging out\nOoh\nSinging out\nSinging out\nOoh\nSinging out\nA million voices\n\nA million voiceѕ,https://youtube.com/watch?v=GVJW9ImpiWc
2015,it,Italy,amore,Grande  Il Volo,3.0,,27.0,,3.0,292.0,,,,,,,Ciro Esposito;Francesco Boccia,,"Grande amore\n\nChiudo gli occhi e penso a lei\nIl profumo dolce della pelle sua\nÈ una voce dentro che mi sta portando dove nasce il sole\n\nSole sono le parole\nMa se vanno scritte tutto può cambiare\nSenza più timore te lo voglio urlare\nQuesto grande amore\nAmore, solo amore è quello che sento\n\nDimmi perché quando penso, penso solo a te\nDimmi perché quando vedo, vedo solo te\nDimmi perché quando credo, credo solo in te\nGrande amore\n\nDimmi che mai\nChe non mi lascerai mai\nDimmi chi sei\nRespiro dei giorni miei d'amore\nDimmi che sai\nChe solo me sceglierai\nOra lo sai\nTu sei il mio unico grande amore\n\nDimmi perché quando penso, penso solo a te\nDimmi perché quando amo, amo solo te\nDimmi perché quando vivo, vivo solo in te\nGrande amore\n\nDimmi che mai\nChe non mi lascerai mai\nDimmi chi sei\nRespiro dei giorni miei d'amore\nDimmi che sai\nChe non mi sbaglierei mai\nDimmi che sei\nChe sei il mio unico grande amore\n\nChe ѕei il mio unico grande аmore",https://youtube.com/watch?v=1TOMqZV2jA8
2015,be,Belgium,Inside,Rhythm  Loïc Nottet,4.0,,13.0,,4.0,217.0,,,,,,,Loïc Nottet;Luuk Cox,Beverly Jo Scott,"Rhythm Inside\n\nListen to the sound of thunder\nRolling in the soul down under\nFar beneath the skin it rumbles\nStep to the step of the drum that rolls inside\n\nBe you enemy or lover\nWe were put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat do we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nBe you enemy or brother\nWe were put here to discover\nThe heart that beats within each other\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat do we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a cosmic track, love attack\nI'm gonna get that rhythm back\n\nGonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\nWe gonna ra-pa-pab, ra-pa-pab\nWe gonna ra-pa-pab tonight\n\nAnd if we die tomorrow\nWhat do we have to show?\nFor the wicked ways down below\nThe rhythm inside is telling us\n\nWe can fly tomorrow\nOn the beautiful wind that blows\nOn a coѕmic track, love attack\nI'm gonna get that rhythm bаck",https://youtube.com/watch?v=G48p8eNhnd8
2015,au,Australia,Again,Tonight  Guy Sebastian,5.0,,12.0,,5.0,196.0,,,,,,,David Ryan Harris;Guy Sebastian;Louis Schoorl,,"Tonight Again\n\nOh, everyone's got their problems\nThere's always something on your mind\nOh, but tonight we ain't gotta solve them\nFor now let's leave them all behind\n\nOh, do what you what you what you want\nDo what you what you what you want\nDo what you what you what you want\nOh get on it, ooh get on it\n\nI don't want tomorrow\nOh baby, tonight's so good\nTonight's so good\nThis is one tough act to follow\nOh baby, tonight's so good\nForget tomorrow – we can do tonight again\n\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\nWe can do tonight\n\nOh, some people might call you crazy\nThey say we only live for fun\nThey may be right but only maybe\nI can guarantee what we got is what we want\n(Ain't that right?)\n\nDo what you what you what you want\nDo what you what you what you want\nDo what you what you what you want\nOh get on it, ooh get on it\n\nI don't want tomorrow\nOh baby, tonight's so good\nTonight's so good\nThis is one tough act to follow\nOh baby, tonight's so good\nForget tomorrow – we can do tonight again\n\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\nOh, we can do tonight again\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\n\nDo what you what you what you want\nDo what you what you what you want\nDo what you what you what you want\nOh, get on it, ooh get on it\n\nI don't want tomorrow\nOh baby, tonight's so good\nTonight's so good\nThis is one tough act to follow\nOh baby, tonight's so good\nForget tomorrow – we can do tonight again\n(I don't want tomorrow)\n(Oh baby, tonight's so good)\nTonight's so good\nThis is one tough act to follow\nOh baby, tonight's ѕo good\nForget tomorrow – we can do tonight again\n\nOh oh oh oh\nWe can do tonight again\nOh oh oh oh\nForget tomorrow – we can do tonight agаin",https://youtube.com/watch?v=H0EhhZWXTng
2015,lv,Latvia,Injected,Love  Aminata,6.0,,19.0,,6.0,186.0,,,,,,,Aminata Savadogo,,"Love Injected\n\nYou bring the light to my darkest side, babe\nThe day, the night split together side, ooh\nYou care, you animate\nYou got me bare, bring up the heartbreak\n\nYour love revives my soul\nAnd I know you choose it all over all\n\nYour eyes are the mirror\nLook under the cover\nLove is above all\nI'm safe into your hands\nLet's move away, the urges expand\n\nYour love revives my soul\nAnd I know you choose it all over all\n\nShow me the source of the light\nI'm becoming affected\nSeeing the glow of the way\nIs what I have detected\nSeeing it then in my life\nIt's a shiny reflected\nLove injected, love injected\n\nYour love revives my soul\nAnd I know you chooѕe it all over аll",https://youtube.com/watch?v=-usdXbeGHi8
2015,ee,Estonia,Yesterday,Goodbye to  Elina Born & Stig Rästa,7.0,,4.0,,7.0,106.0,,,,,,,Stig Rästa,,"Goodbye to Yesterday\n\nI woke up at six AM\nMy eyes were closed but my mind was awake\nPretended I was breathing in a deep sleep pace\n\nGot dressed so quietly\nI was frozen by the jingle of my keys at the door\nAs I got outside I smiled to the dog\n\nI didn't wanna wake you up\nMy love was never gonna be enough\nSo I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop\nLet's try again and say goodbye\nGoodbye to yesterday\n\nWhy would you think like that\nYeah, we fight a lot, but in the end\nYou and I, we're a perfect match\n\nI wouldn't want it any other way\nBut now you're gone and I'm all alone\nLying here naked and staring at the phone\n\nI didn't wanna wake you up\nMy love was never gonna be enough\nSo I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop\nLet's try again and say goodbye\nGoodbye to yesterday\n\nI didn't wanna wake you up\nMy love was never gonna be enough\nSo I took my things and got out of the way now, girl\n\nWhy didn't you wake me up?\nI'm pretty sure I would have told you to stop\nLet's try again and say goodbye\nGoodbye to yesterday\n\nGoodbye to yesterday\nOoh, goodbye to yeѕterdаy",https://youtube.com/watch?v=Xsx_dIJOtgI
2015,no,Norway,Me,A Monster Like  Mørland & Debrah Scarlett,8.0,,9.0,,8.0,102.0,,,,,,,Kjetil Mørland,,"A Monster Like Me\n\nHoney, I'm telling the truth\nI did something terrible in my early youth\nMy mind went blank, I lost control\nI was just a little boy, I did not know\n\nI better let you go\nTo find the prince you thought you found in me\nI better set you free and give you up\nJust wave and say goodbye and let you live\nWithout a monster like me\n\nHoney, what am I to do?\nI have pulled the trigger on this awful truth\nOh, hold me now 'cause I'm burning up\nSing this song so beautiful, just make it stop\n\nI better let you go\nTo find the prince you thought you found in me\nI better set you free and give you up\nJust wave and say goodbye and let you live\nWithout a monster like me\n\nOh… oh…\nOh… oh…\n\nJust go\nTo find the prince you thought you found in me\nI better set you free and give you up\nJust wave and say goodbye and let you live\nWithout a monster like me, oh\n\nWithout а monѕter like me",https://youtube.com/watch?v=vY1FCXDojMU
2015,il,Israel,Boy,Golden  Nadav Guedj,9.0,,3.0,,9.0,97.0,,,,,,,Doron Medalie,,"Golden Boy\n\nMama, someone broke my heart again\nTell her I don't think I can take it any more\nWhoah mama, someone broke my heart again\nNow I'm gonna ease my pain, dancing on the floor\n\nTake me out, I'm not in the mood for a broken heart\nGonna dance tonight, forget her\nNo, she doesn't know what I'm doing on the floor\nDid you say hello, my ladies?\n\nPull me baby, I'm your trigger\nYou know that my love is bigger\nLove, love, love, love\n(Love, love, love)\n\nLet the rhythm take us higher\nYou know when I'm on fire\nCheck me out\n(3, 2, 1, hey)\n\nI'm a golden boy, come here to enjoy\nI'm the king of fun, let me show you how we do it\nI'm a golden boy, come here to enjoy\nAnd before I leave, let me show you Tel Aviv\n\nHold me tight, we're not going home tonight\nOh yeah, do you like my dancing?\n\nPull me baby, I'm your trigger\nYou know that my love is bigger\nCheck me out\n(3, 2, 1, hey)\n\nI'm a golden boy, come here to enjoy\nI'm the king of fun, let me show you how we do it\nI'm a golden boy, come here to enjoy\nAnd before I leave, let me show you Tel Aviv\n\nThis is how we do it\nThis is how we do it\n\nMama, someone broke my heart again\nNow I'm gonna ease my pain, dancing on the floor\n\nI'm a golden boy, come here to enjoy\nI'm the king of fun, let me show you how we do it\nI'm a golden boy, come here to enjoy\nAnd before I leave, let me show you Tel Aviv\n\nNow dance, dance, dance, dance\nOkay, we gottа go\nThree minuteѕ, bye bye",https://youtube.com/watch?v=-w-2K9U8UIs
2015,rs,Serbia,Lies,Beauty Never  Bojana Stamenov,10.0,,8.0,,10.0,53.0,,,,,,,Vladimir Graić,Charlie Mason,"Beauty Never Lies\n\nIn a shadowy world lived a dazzling girl\nUnaware of the light she'd imprisoned inside\nTook a million mistakes to lead her to daybreak\nBut she made it through, now I know the truth\n\nBeauty never lies, never hides, never gives a damn\nBeauty never lies, no, it cries ""Here I am!""\nFinally I can say, yes, I'm diff'rent, and it's okay\nHere I am\n\nHad to shatter the fears laughing in the mirror\nUndermining me, now at last I see\n\nBeauty never lies, never hides, never gives a damn\nBeauty never lies, no, it cries ""Here I am!""\nFinally I can say, yes, I'm diff'rent, and it's okay\nHere I am\nHere I am\n\nBeneath the veil of skin my heart's entangled in\nBeauty's embodied\nBeneath the mask of shame, my soul is set aflame\n\nBeauty never lies\nBeauty never lies\nFinally I can say, yes, I'm diff'rent, and it'ѕ okay\nHere I am! Here I аm",https://youtube.com/watch?v=gXGo70i94S8
2015,ge,Georgia,Warrior, Nina Sublatti,11.0,,23.0,,11.0,51.0,,,,,,,Nina Sublatti;Thomas G:son,Nina Sublatti,Warrior\n\nFighter\nOximated\nWorld gonna get up and see\nI'm a warrior\nIsolated\nWorld gonna listen to me\nViolence\nSet the Free\nWings are gonna spread up\nStill a fighter\nIsolated\nWorld gonna get up and see\n\nI'm warrior\nstill stucked in my mind\nI've been in danger for too long\nNo no no\nI'm warrior\nstill stucked in my mind\nI've been in danger for too long\nNo\n\nNot a shabby\nOr a money maker\nWorld gonna light up in peace\nNot in shadows\nBright a little\nNot your fault you're just gonna breathe\nViolence\nBreak the free\nWings are gonna spread up\nStill a fighter\nOximated\nI'm gonna get up and be\n\nI'm warrior\nStill stucked in my mind\nI've been in danger for too long\nNo no no\nI'm warrior\nStill stucked in my mind\nI've been in danger for too long\nNo\n\nI'm warrior\nstill stucked in my mind\nI've been in danger for too long\nNo no no\nI'm warrior\nstill stucked in my mind\nI've been in danger for too long\nNo no no\n\nI'm warrior\nstill stucked in my mind\nI've been in danger for too long\nNo no no\nI'm warrior\nstill ѕtucked in my mind\nI've been in dаnger for too long\nNo no no,https://youtube.com/watch?v=ddC8lviTERI
2015,az,Azerbaijan,Wolf,Hour Of The  Elnur Hüseynov,12.0,,24.0,,12.0,49.0,,,,,,,Lina Hansson;Nicklas Lif;Nicolas Rebscher,Lina Hansson;Nicklas Lif;Nicolas Rebscher;Sandra Bjurman,"Hour Of The Wolf\n\nI hold my breath, I'm on the edge\nStorming hills, I've been lost and found\nI hope they're coming, I can hear them running\n\nI once met peace, he said that he\nSoon would have the answers to this hurt\nAnd my mind was made up, I would never give up\n\nNo I won't sleep tonight\nIf tomorrow comes I'll lose my mind\nI won't give up my right, I know every heart deserves a fight\n\nI will beat on the drum, rise above with me\nI will go till I'm numb, rise above with me\nNo I won't sleep tonight\n\nThey whine and roar, hungry for more\nYellow glowing eyes, I'm hypnotized\nI feel brave yet scared, but I'll stay prepared\n\nOh have my soul, it's destined\nIt's written in the sky\nLet me not be blinded by this hurt\nSet him loose I'm ready\nFor the stars to guide me\n\nNo I won't sleep tonight\nIf tomorrow comes I'll lose my mind\n\nNo I won't sleep tonight\nIf tomorrow comes I'll lose my mind\nI won't give up my right, I know every heart deserves a fight\n\nI will beat on the drum, rise above with me\nI will go till I'm numb, rise аbove with me\nNo I won't sleep tonight\n\nNo I won't sleep tonight\nIf tomorrow comes I'll loѕe my mind",https://youtube.com/watch?v=IcVrAFtc5YI
2015,me,Montenegro,Adio, Knez,13.0,,16.0,,13.0,44.0,,,,,,,Željko Joksimović,Dejan Ivanović;Marina Tucaković,"Adio\n\nNebo mi te donijelo\nNebo mi te uzelo\nJoš me boli što je boljelo\nDani su mi zidovi\nNoći su mi okovi\nJoš ti služim moja ljubavi\nJoš te ne dam maglama sa planina\nJoš te ne dam vodama iz dubina\nA ti kažeš pusti me, živ mi bio\nZaboravu predaj me, sad adio\n\nProcvjetao ruzmarin, savio se bijeli krin\nmeni sve na tugu miriše\nProbam da zaboravim, da na tebe ne mislim\nAl’ za tobom srce uzdiše\n\nJoš te ne dam maglama sa planina\nJoš te ne dam vodama iz dubina\nA ti kažeš pusti me, živ mi bio\nZaboravu predaj me, sad adio\n\nNa, na, naj, na na…\n\nJoš te ne dam maglama sa planina\nJoš te ne dam vodama iz dubina\nA ti kažeš pusti me, živ mi bio\nZaboravu predaj me, ѕad аdio",https://youtube.com/watch?v=MTyi2XeeoJU
2015,si,Slovenia,You,Here for  Maraaya,14.0,,1.0,,14.0,39.0,,,,,,,Charlie Mason;Marjetka Vovk;Raay,Raay,"Here for You\n\nWhen you're down, down low\nAnd there's no place you can go\nWhen you're down, down, love\nYou know that I am here for you\n\nYou came into my life when I was broken\nYou heated up my heart when it was frozen\nAnd we got the flow, now it's up we go\n\nAnd now that it's your turn you wanna hide it\nA million times already you've denied it\nYou don't have to fear, you don't have to fight\n\nWhen you're down, down low\nSinking in the undertow\nWhen you're down, down low\nYou know that I am here for you\n\n'Cause I know, know baby\nAll the hurt you never show\nWhen you're down, down low\nYou gotta let me heal your aching soul\n\nYou came into my life when I was broken\nYou heated up my heart when it was frozen\nAnd we got the flow, now it's up we go\n\n'Cause you released my pain, now let me take it\nJust leave it at the door and we can make it\nYou don't have to hide, I am by your side\n\nEverybody else sees in black and white\nYou look at wrong and make it right\nCan't I open your eyes?\n\nWhen you're down, down low\nSinking in the undertow\nWhen you're down, down low\nYou know that I am here for you\n\n'Cause I know, know baby\nAll the hurt you never show\nWhen you're down, down low\nYou gotta let me heal your aching soul\n\n'Cause I know, know baby\nAll the hurt you never show\nWhen you're down, down low\nYou gotta let me heal your aching ѕoul\n\nWhen you're down, down low\nSinking in the undertow\nWhen you're down, down low\nYou know that I аm here for you",https://youtube.com/watch?v=y1c7gDOaFY0
2015,ro,Romania,Again,De la capăt / All Over  Voltaj,15.0,,20.0,,15.0,35.0,,,,,,,"Adrian M. Cristescu;Călin Gavril Goia;Gabriel ""Porcus"" Constantin;Silviu-Marian Păduraru;Victor-Răzvan Alstani","Adrian M. Cristescu;Andrei-Madalin Leonte;Călin Gavril Goia;Gabriel ""Porcus"" Constantin;Monica-Ana Stevens;Silviu-Marian Păduraru;Victor-Răzvan Alstani","De la capăt / All Over Again\n\nCântec de-ar fi viaţa mea\nVesel, trist, tot l-aş cânta\nNu aş rata nicio notă\n\nRâu de-ar fi l-aş înota\nPân' la mare l-aş urma\nNu m-aş opri niciodată\nŞtii că\n\nViaţa n-are buton de rewind să\nPoţi să întorci ce-ai pierdut\nNu poţi nici să o pui pe pauză\nCând nu ştii ce-i de făcut\n\nDacă mâine noaptea n-ar mai avea vreo stea\nDacă întruna vântul spre mine ar sufla\nTu ai fi motivul, tu ai fi motivul să pot\nSă pot s-o iau de la capăt\n\nDacă mâine cerul ar fi prea plin de nori\nDacă nicio rază nu m-ar atinge-n zori\nTu ai fi motivul, tu ai fi motivul să pot\nSă pot s-o iau de la capăt\n\nAş zbura chiar şi-o noapte-ntreagă\nSpre zorii-n care ai fi tu\nPloile n-ar putea să-nţeleagă\nDe ce nu cad când sunt tot ud\n\nIf the stars tomorrow, no longer shine on us,\nIf a strong wind takes me, and I will turn to dust,\nYou will be the reason, you will be the reason to start,\nTo start all over again.\n\nIf the sky clouds over, with darkness never gone,\nIf the sun stays hidden, not waking in the dawn,\nYou will be the reason, you will be the reason to start,\nTo start all over again\n\nTo start all over again\nTo start all over again\nTo start all over again\nTo ѕtart all over agаin",https://youtube.com/watch?v=o7iOFkEymXA
2015,am,Armenia,Shadow,Face The  Genealogy,16.0,,6.0,,16.0,34.0,,,,,,,Armen Martirosyan,Inna Mkrtchyan,"Face The Shadow\n\nWe find so many ways of fooling our heart\nPlaying too many games, trying to hide\nWhen you follow your dream, surrender the sorrow inside\nFace every shadow you deny\n\nFeels like so many times life was unfair\nWill you run and forget all the despair?\nIf it's breaking you down, remember the power inside\nFace every shadow you deny\n\nTime is ticking and you keep thinking\nThat you are tricking your heart\n\nSo don't deny\nEver, don't deny\nListen, don't deny\nYou and I\n\nAcross the ocean of blues happy you'll be\nOnce you've risen you are meant to be free\nWhen you're feeling afraid remember there's hope inside\nFace every shadow purified\n\nTime is ticking and you keep thinking\n(Time is ticking, thinking)\nThat you are tricking your heart\n\nSo don't deny\nEver, don't deny\nListen, don't deny (I don't want you to deny)\nYou and I\n\nDon't deny\nEver, don't deny\nListen, don't deny (Liѕten)\nDon't deny you аnd I",https://youtube.com/watch?v=Z6O8pr7HH94
2015,al,Albania,Alive,I'm  Elhaida Dani,17.0,,26.0,,17.0,34.0,,,,,,,Chris;Zzap,Sokol Marsi,"I'm Alive\n\nI was too afraid right from the start\nTo even let you welcome in my heart\nYou cut it deep and left it bleeding\nHow will I ever heal these painful scars?\n\nI just can't help it\nI'm out of breath, I'm trying to find the words to say\nTime passed by\nNow it's brought the light\n\nI know you'll come, with the speed of light\nYou're my everything, all that I need\nYou shut down my dreams, but I'm not gonna cry\nYou live within me, 'cause I am alive\n\nI am alive, 'cause you are my life\nYou are my sun\nI am alive, 'cause you are my life\n\nYou name is printed crystal clear on the lights\nFrom all the sighs coming on my breath\nI'm blinded by this love, can't stop screaming out your name so loud\nWhere are you? Where? Baby, won't you come back?\n\n(Baby, please come back)\n(Baby, please come back)\n(Baby, please come back)\n\nI know you'll come, with the speed of light\nYou're my everything, all that I need\nYou shut down my dreams, but I'm not gonna cry\nYou live within me, that's why I'm alive\n\nI am alive, 'cause you are my life\nYou are my sun\nI am alive, 'cause you are my life\nYeah…\n\n(I know you'll come, with the speed of light)\nYou're my everything, you're all that I need\nYou shut down my dreams, but I'm not gonna cry\nYou live within me, that's why I'm alive\n\nI am alive, 'cause you are my life\nYou are my sun\nI am alive, 'cauѕe you аre my life",https://youtube.com/watch?v=fsH9iVaZSaA
